100000.	5.2418592529287086e-36
100693.16688518041	5.279290658313489e-36
101391.13857366795	5.316997530667756e-36
102093.94837076799	5.354982013807839e-36
102801.62981264736	5.393246263273659e-36
103514.2166679344	5.4317924628453026e-36
104231.74293933042	5.470622810919374e-36
104954.24286523223	5.509739522032572e-36
105681.75092136585	5.54914483408055e-36
106414.30182243162	5.5888410064512116e-36
107151.93052376065	5.6288303057821726e-36
107894.67222298287	5.669115027975988e-36
108642.56236170656	5.7096974907883325e-36
109395.63662720939	5.750580024088734e-36
110153.9309541415	5.7917649849625924e-36
110917.48152624011	5.833254746574759e-36
111686.3247780561	5.875051703470894e-36
112460.49739669263	5.917158274354432e-36
113240.0363235557	5.9595768904939636e-36
114024.97875611688	6.002310013834726e-36
114815.36214968828	6.045360121535365e-36
115611.22421920988	6.088729717117879e-36
116412.60294104913	6.132421323366619e-36
117219.53655481305	6.176437481933372e-36
118032.06356517297	6.220780765048684e-36
118850.22274370184	6.265453756379103e-36
119674.05313072435	6.310459072842156e-36
120503.59403717973	6.355799348113379e-36
121338.88504649773	6.4014772424863e-36
122179.96601648717	6.447495432274556e-36
123026.87708123816	6.49385662661571e-36
123879.65865303692	6.540563560151694e-36
124738.3514242943	6.587618979927898e-36
125602.99636948749	6.635025666112872e-36
126473.63474711512	6.682786423284151e-36
127350.30810166616	6.730904077184832e-36
128233.05826560216	6.779381480069188e-36
129121.92736135342	6.828221513368196e-36
130016.95780332903	6.87742707729334e-36
130918.19229994071	6.927001105262475e-36
131825.6738556407	6.976946550051516e-36
132739.44577297394	7.027266397236531e-36
133659.55165464422	7.077963655067857e-36
134586.03540559483	7.129041359930886e-36
135518.9412351036	7.180502573454094e-36
136458.31365889244	7.232350394347915e-36
137404.19750125153	7.284587934967752e-36
138356.6378971781	7.337218348328043e-36
139315.68029453032	7.39024480087864e-36
140281.37045619581	7.443670503803412e-36
141253.75446227545	7.497498695544834e-36
142232.878712282	7.551732631078077e-36
143218.78992735434	7.606375611075581e-36
144211.53515248687	7.661430954580971e-36
145211.16175877422	7.716902016287603e-36
146217.71744567182	7.77279218076932e-36
147231.25024327188	7.829104859631077e-36
148251.80851459535	7.885843503805585e-36
149279.4409578996	7.943011590751712e-36
150314.19660900222	8.000612629747311e-36
151356.1248436208	8.058650163927747e-36
152405.2753797291	8.117127767037733e-36
153461.69827992943	8.176049051440076e-36
154525.44395384137	8.235417655593037e-36
155596.56316050744	8.295237257449443e-36
156675.1070108149	8.355511563172865e-36
157761.12696993488	8.416244323607218e-36
158854.67485977788	8.477439310496444e-36
159955.8028614669	8.539100340495836e-36
161064.56351782702	8.601231268664675e-36
162181.009735893	8.663835993655117e-36
163305.19478943344	8.726918390985417e-36
164437.17232149316	8.790482484382566e-36
165576.99634695283	8.854532222320646e-36
166724.7212551063	8.919071654995204e-36
167880.40181225602	8.984104856668597e-36
169044.09316432642	9.049635939001568e-36
170215.85083949508	9.115669050226121e-36
171395.73075084254	9.182208381451788e-36
172583.78919902036	9.249258160280355e-36
173780.08287493754	9.316822664646567e-36
174984.66886246568	9.38490619558006e-36
176197.6046411629	9.453513102762926e-36
177418.94808901657	9.522647783995065e-36
178648.75748520507	9.592314685092368e-36
179887.09151287877	9.662518268560003e-36
181134.00926196025	9.733263060708432e-36
182389.5702319638	9.804553629272613e-36
183653.83433483465	9.876394582271052e-36
184926.86189780783	9.948790570689686e-36
186208.71366628676	1.0021746294922697e-35
187499.4508067419	1.0095266500354651e-35
188799.13490962936	1.0169355975526925e-35
190107.82799233	1.0244019557935442e-35
191425.59250210854	1.0319262131084969e-35
192752.4913190936	1.0395088629805807e-35
194088.58775927778	1.0471504033309065e-35
195433.94557753945	1.0548513367031443e-35
196788.62897068448	1.0626121713158368e-35
198152.70258050982	1.0704334199697748e-35
199526.23149688795	1.0783156005482397e-35
200909.2812608728	1.0862592362048913e-35
202301.91786782714	1.094264855136319e-35
203704.20777057184	1.1023329907235212e-35
205116.21788255655	1.1104641816902381e-35
206538.01558105295	1.1186589722582864e-35
207969.66871036956	1.1269179119960615e-35
209411.24558508926	1.1352415557966291e-35
210862.81499332894	1.1436304645565106e-35
212324.44620002195	1.1520852100904381e-35
213796.20895022323	1.1606063529110413e-35
215278.1734724373	1.1691944760962957e-35
216770.41048196948	1.1778501631836077e-35
218272.99118430016	1.1865740039650831e-35
219785.9872784825	1.1953665936644027e-35
221309.47096056378	1.2042285336322255e-35
222843.51492703034	1.213160431456509e-35
224388.19237827664	1.2221629007981085e-35
225943.57702209774	1.2312365615757642e-35
227509.74307720707	1.240382040262077e-35
229086.76527677733	1.249599969680353e-35
230674.7188720069	1.2588909885877674e-35
232273.6796357107	1.2682557436182224e-35
